Finished On,Title,Duration
04/15/2022,"5 Levels of Essential Support",629
04/15/2022,"5 Levels of Essential Support",629
04/15/2022,"Daily Meditation",635
04/14/2022,"Daily Meditation",607
04/14/2022,"Global Awareness",583
04/14/2022,"Global Awareness",583
04/13/2022,"Rest and Allow",615
04/13/2022,"Rest and Allow",615
04/13/2022,"Mapping Awake Consciousness",582
04/13/2022,"Mapping Awake Consciousness",582
04/13/2022,"Daily Meditation",603
04/11/2022,"Daily Meditation",610
04/10/2022,"Daily Meditation",660
04/08/2022,"Self Timer",60
04/08/2022,"Om Sweet Home",457
04/08/2022,"Daily Meditation",607
04/08/2022,"Being Still",3477
04/06/2022,"Daily Meditation",615
04/04/2022,"Daily Meditation",658
04/04/2022,"Daily Meditation",658
04/03/2022,"Daily Meditation",673
04/01/2022,"The Path to the Deathless",1228
04/01/2022,"Centering Meditation",1224
03/31/2022,"Daily Meditation",618
03/31/2022,"Daily Meditation",618
03/31/2022,"Stages of Awakening",668
03/31/2022,"Global Awareness",583
03/31/2022,"Just This!",667
03/30/2022,"The Direct Path",4774
03/30/2022,"The Direct Path",4774
03/30/2022,"The Direct Path",4774
03/28/2022,"Daily Meditation",610
03/28/2022,"Investigating Thoughts",614
03/28/2022,"Global Awareness",583
03/28/2022,"Daily Meditation",610
03/27/2022,"Centering Meditation",1224
03/27/2022,"Global Awareness",583
03/27/2022,"Daily Meditation",600
03/27/2022,"Daily Meditation",600
03/27/2022,"Daily Meditation",600
03/26/2022,"Investigating Thoughts",614
03/26/2022,"Daily Meditation",639
03/25/2022,"Nondual Mindfulness",5728
03/25/2022,"Nondual Mindfulness",5728
03/24/2022,"Who Am I?",675
03/24/2022,"Who Am I?",675
03/24/2022,"Who Am I?",675
03/24/2022,"Daily Meditation",606
03/24/2022,"Daily Meditation",606
03/22/2022,"Daily Meditation",664
03/22/2022,"The Art of Living",4697
03/21/2022,"Beyond the Meditator",550
03/21/2022,"Daily Meditation",614
03/20/2022,"Daily Meditation",606
03/20/2022,"Daily Meditation",606
03/18/2022,"Global Awareness",583
03/18/2022,"Just This!",667
03/16/2022,"Stages of Awakening",668
03/16/2022,"30-Minute Meditation 7",1816
03/16/2022,"Rest and Allow",615
03/16/2022,"Daily Meditation",603
03/14/2022,"Daily Meditation",602
03/14/2022,"Nondual Presence",498
03/14/2022,"Rest and Allow",615
03/12/2022,"Course E10D48",5900
03/11/2022,"Nondual Presence",498
03/11/2022,"Nondual Presence",498
03/11/2022,"Nondual Presence",498
03/11/2022,"Nondual Presence",498
03/10/2022,"Stages of Awakening",668
03/10/2022,"Welcoming Emotions",612
03/09/2022,"Daily Meditation",704
03/09/2022,"Welcoming Emotions",612
03/09/2022,"Investigating Thoughts",614
03/09/2022,"Rest and Allow",615
03/08/2022,"Rest and Allow",615
03/07/2022,"Global Awareness",583
03/07/2022,"Daily Meditation",610
03/07/2022,"Daily Meditation",610
03/05/2022,"Daily Meditation",603
03/05/2022,"Daily Meditation",603
03/04/2022,"Rest and Allow",615
03/04/2022,"The Direct Approach",678
03/04/2022,"Introduction (Sam Harris)",104
03/03/2022,"Awareness Yoga",607
03/03/2022,"Awareness Yoga",607
03/03/2022,"Daily Meditation",611
03/03/2022,"Daily Meditation",611
03/02/2022,"Awareness Follows the Breath Home",604
03/01/2022,"Awareness Follows the Breath Home",604
02/28/2022,"Daily Meditation",647
02/28/2022,"Daily Meditation",647
02/28/2022,"Turn the Light of Awake Awareness Around",646
02/28/2022,"Turn the Light of Awake Awareness Around",646
02/27/2022,"Turn the Light of Awake Awareness Around",646
02/27/2022,"Turn the Light of Awake Awareness Around",646
02/27/2022,"Turn the Light of Awake Awareness Around",646
02/27/2022,"Turn the Light of Awake Awareness Around",646
02/26/2022,"No Problem to Solve",604
02/26/2022,"Daily Meditation",602
02/24/2022,"A Lamp To Dispel Darkness",1815
02/24/2022,"Introduction (Sam Harris)",321
02/23/2022,"Moment",70
02/22/2022,"Daily Meditation",645
02/22/2022,"Daily Meditation",645
02/22/2022,"Daily Meditation",645
02/22/2022,"Daily Meditation",645
02/20/2022,"Daily Meditation",613
02/19/2022,"Daily Meditation",686
02/18/2022,"Wisdom of the Masters",6285
02/17/2022,"Daily Meditation",634
02/15/2022,"Walking Meditation",339
02/14/2022,"Daily Meditation",603
02/13/2022,"Awakening Glimpse by Glimpse",1062
02/13/2022,"Awakening Glimpse by Glimpse",1062
02/13/2022,"Awakening Glimpse by Glimpse",1062
02/11/2022,"Awakening Glimpse by Glimpse",1062
02/10/2022,"Introduction (Sam Harris)",52
02/10/2022,"Daily Meditation",698
02/10/2022,"Daily Meditation",698
02/09/2022,"Daily Meditation",603
02/07/2022,"Daily Meditation",587
02/02/2022,"Daily Meditation",615
02/02/2022,"Daily Meditation",615
02/01/2022,"Daily Meditation",625
01/31/2022,"Daily Meditation",635
01/30/2022,"Daily Meditation",673
01/29/2022,"Nondual Mindfulness",5728
01/28/2022,"Daily Meditation",616
01/27/2022,"Daily Meditation",608
01/26/2022,"Daily Meditation",613
01/25/2022,"Daily Meditation",613
01/24/2022,"Daily Meditation",605
01/24/2022,"Daily Meditation",605
01/23/2022,"Daily Meditation",602
01/23/2022,"Daily Meditation",602
01/22/2022,"Daily Meditation",605
01/22/2022,"Belief Change",3423
01/20/2022,"Empathy",2979
01/20/2022,"Daily Meditation",606
01/20/2022,"Science of Mindfulness — Part 1",1783
01/19/2022,"Daily Meditation",628
01/19/2022,"Daily Meditation",685
01/18/2022,"Daily Meditation",685
01/17/2022,"Daily Meditation",685
01/17/2022,"Daily Meditation",685
01/16/2022,"Meditation",1699
01/16/2022,"Global Awareness",583
01/16/2022,"Rest and Allow",615
01/16/2022,"The Direct Approach",678
01/16/2022,"Introduction (Sam Harris)",104
01/14/2022,"Nondual Mindfulness",5728
01/13/2022,"Daily Meditation",618
01/12/2022,"Daily Meditation",607
01/12/2022,"Daily Meditation",599
01/10/2022,"Daily Meditation",600
01/10/2022,"Sense of Nonsense",1313
01/10/2022,"Daily Meditation",600
01/10/2022,"Daily Meditation",613
01/08/2022,"Introduction (Sam Harris)",200
01/06/2022,"Daily Meditation",646
01/01/2022,"Dissolving The Concept",769
01/01/2022,"Dissolving The Concept",769
01/01/2022,"I Am",796
01/01/2022,"I Am",796
01/01/2022,"Always and Already",805
12/30/2021,"Always and Already",805
12/29/2021,"Always and Already",805
12/29/2021,"Foundational Meditation",879
12/29/2021,"Introduction",274
12/28/2021,"The Ground of Being",948
12/28/2021,"The Ground of Being",948
12/28/2021,"Daily Meditation",610
12/28/2021,"Daily Meditation",610
12/27/2021,"Daily Meditation",856
12/27/2021,"Daily Meditation",856
12/26/2021,"Daily Meditation",610
12/26/2021,"Daily Meditation",610
12/24/2021,"Daily Meditation",606
12/24/2021,"Daily Meditation",606
12/23/2021,"Daily Meditation",610
12/22/2021,"Daily Meditation",660
12/22/2021,"Daily Meditation",660
12/20/2021,"Daily Meditation",603
12/19/2021,"Course E10D48",5900
12/19/2021,"Course E10D48",5900
12/19/2021,"Course E10D48",5900
12/18/2021,"Daily Meditation",602
12/17/2021,"Daily Meditation",605
12/15/2021,"Daily Meditation",615
12/15/2021,"Daily Meditation",615
12/14/2021,"Live at the Wiltern",5739
12/14/2021,"Dissolving The Concept",769
12/13/2021,"Foundational Meditation",879
12/12/2021,"Daily Meditation",593
12/12/2021,"Local Awareness and Attention",773
12/10/2021,"Daily Meditation",600
12/10/2021,"Deep Time",3564
12/09/2021,"Beyond the Meditator",550
12/09/2021,"A Glimpse of Awakening",603
12/08/2021,"Course 0A50B3",6448
12/08/2021,"Daily Meditation",674
12/07/2021,"Deep Time",3564
12/07/2021,"Daily Meditation",602
12/06/2021,"Daily Meditation",603
12/05/2021,"The Limits of Self-Knowledge",4071
12/04/2021,"Daily Meditation",605
12/03/2021,"Daily Meditation",605
12/02/2021,"Daily Meditation",604
12/01/2021,"Course E10D48",5900
11/30/2021,"Daily Meditation",645
11/30/2021,"Body",612
11/30/2021,"Sound Field",674
11/29/2021,"Sound Field",674
11/29/2021,"Daily Meditation",704
11/29/2021,"Practice",668
11/29/2021,"Environment",607
11/29/2021,"Environment",607
11/29/2021,"Environment",607
11/29/2021,"Daily Meditation",673
11/29/2021,"Daily Meditation",673
11/29/2021,"Support",664
11/28/2021,"Aversion",606
11/27/2021,"Breath",702
11/27/2021,"Being",613
11/27/2021,"Introduction",677
11/27/2021,"Daily Meditation",602
11/26/2021,"Course 638",44
11/25/2021,"Moment",53
11/25/2021,"Daily Meditation",609
11/23/2021,"Daily Meditation",697
11/22/2021,"Daily Meditation",602
11/22/2021,"Daily Meditation",603
11/21/2021,"Daily Meditation",603
11/21/2021,"Moment",55
11/20/2021,"Anger and Forgiveness",3540
11/19/2021,"Daily Meditation",603
11/19/2021,"Daily Meditation",603
11/19/2021,"Course E10D48",5900
11/18/2021,"Course E10D48",5900
11/18/2021,"Daily Meditation",698
11/17/2021,"Daily Meditation",629
11/16/2021,"Daily Meditation",603
11/16/2021,"Course E10D48",5900
11/15/2021,"Beyond the Meditator",550
11/15/2021,"Daily Meditation",617
11/15/2021,"Daily Meditation",617
11/14/2021,"Daily Meditation",587
11/14/2021,"Daily Meditation",587
11/13/2021,"Insomnia",3605
11/13/2021,"Meditation and Sleep",855
11/13/2021,"Daily Meditation",587
11/13/2021,"REM Sleep and Dreaming",2377
11/13/2021,"Mental Health",603
11/13/2021,"Learning and Memory",926
11/13/2021,"Learning and Memory",926
11/12/2021,"Learning and Memory",926
11/12/2021,"Daily Meditation",618
11/11/2021,"Why Do We Sleep?",1785
11/11/2021,"What Is Sleep?",2246
11/11/2021,"What Is Sleep?",2246
11/11/2021,"Introduction (Sam Harris)",159
11/10/2021,"Daily Meditation",599
11/09/2021,"Moment",38
11/09/2021,"Daily Meditation",615
11/07/2021,"Nondual Mindfulness",5728
11/07/2021,"Daily Meditation",615
11/07/2021,"Nondual Mindfulness",5728
11/07/2021,"Daily Meditation",615
11/05/2021,"Nondual Mindfulness",5728
11/05/2021,"Daily Meditation",613
11/04/2021,"Daily Meditation",604
11/04/2021,"Devotion To The Heart",641
11/04/2021,"Devotion To The Heart",641
11/04/2021,"Daily Meditation",604
11/03/2021,"Daily Meditation",640
11/03/2021,"Daily Meditation",640
11/03/2021,"Daily Meditation",640
11/02/2021,"The Heart of Awareness",697
11/02/2021,"Daily Meditation",646
11/01/2021,"Daily Meditation",632
11/01/2021,"Dissolving The Concept",769
10/31/2021,"Daily Meditation",664
10/30/2021,"I Am",796
10/30/2021,"I Am",796
10/30/2021,"I Am",796
10/30/2021,"I Am",796
10/30/2021,"Always and Already",805
10/29/2021,"Daily Meditation",637
10/29/2021,"Daily Meditation",637
10/27/2021,"Foundational Meditation",879
10/27/2021,"Introduction",274
10/26/2021,"Daily Meditation",605
10/26/2021,"Course E10D48",5900
10/26/2021,"Daily Meditation",605
10/25/2021,"Daily Meditation",605
10/24/2021,"Beyond the Meditator",550
10/24/2021,"Daily Meditation",646
10/23/2021,"Moment",44
10/22/2021,"Here Now",612
10/22/2021,"Daily Meditation",606
10/22/2021,"Daily Meditation",606
10/21/2021,"Daily Meditation",608
10/21/2021,"The New Waking Up",419
10/21/2021,"Daily Meditation",608
10/21/2021,"Daily Meditation",608
10/20/2021,"Non-Dual Awareness",839
10/20/2021,"Daily Meditation",660
10/18/2021,"Moment",28
10/18/2021,"Daily Meditation",603
10/18/2021,"Daily Meditation",603
10/17/2021,"Daily Meditation",605
10/17/2021,"Daily Meditation",605
10/17/2021,"Daily Meditation",605
10/17/2021,"Daily Meditation",605
10/17/2021,"Daily Meditation",605
10/16/2021,"Effort and Effortlessness",4965
10/16/2021,"Daily Meditation",601
10/15/2021,"Daily Meditation",600
10/15/2021,"Daily Meditation",600
10/15/2021,"Daily Meditation",600
10/14/2021,"Daily Meditation",604
10/13/2021,"Daily Meditation",628
10/13/2021,"Daily Meditation",628
10/13/2021,"Daily Meditation",628
10/13/2021,"Wanting",658
10/12/2021,"Daily Meditation",664
10/10/2021,"Moment",45
10/09/2021,"Daily Meditation",593
10/09/2021,"Wanting",658
10/09/2021,"Wanting",658
10/09/2021,"Science of Mindfulness — Part 1",1783
10/08/2021,"Daily Meditation",610
10/07/2021,"Breath",702
10/07/2021,"Daily Meditation",600
10/05/2021,"Breath",702
10/05/2021,"Daily Meditation",604
10/04/2021,"Breath",702
10/04/2021,"Breath",702
10/03/2021,"Breath",702
10/03/2021,"Being",613
10/03/2021,"Being",613
10/03/2021,"Being",613
10/02/2021,"Introduction",677
10/02/2021,"Introduction",677
10/01/2021,"Daily Meditation",856
09/30/2021,"Daily Meditation",615
09/30/2021,"Daily Meditation",615
09/30/2021,"Daily Meditation",615
09/29/2021,"Daily Meditation",608
09/29/2021,"Daily Meditation",608
09/28/2021,"Daily Meditation",699
09/27/2021,"Daily Meditation",611
09/26/2021,"Daily Meditation",608
09/26/2021,"Daily Meditation",608
09/23/2021,"Daily Meditation",609
09/22/2021,"Daily Meditation",600
09/22/2021,"Daily Meditation",600
09/21/2021,"Daily Meditation",607
09/20/2021,"Daily Meditation",602
09/17/2021,"Daily Meditation",610
09/16/2021,"Non-Dual Awareness",839
09/16/2021,"Daily Meditation",610
09/16/2021,"Daily Meditation",610
09/16/2021,"Non-Dual Awareness",839
09/16/2021,"Daily Meditation",610
09/15/2021,"Daily Meditation",645
09/15/2021,"Daily Meditation",645
09/15/2021,"Daily Meditation",645
09/15/2021,"Daily Meditation",645
09/15/2021,"Daily Meditation",645
09/13/2021,"Daily Meditation",629
09/12/2021,"Daily Meditation",607
09/12/2021,"Daily Meditation",607
09/11/2021,"Daily Meditation",619
09/09/2021,"Anger and Forgiveness",3540
09/08/2021,"Daily Meditation",634
09/08/2021,"Daily Meditation",634
09/08/2021,"Daily Meditation",634
09/07/2021,"Moment",63
09/07/2021,"Daily Meditation",618
09/07/2021,"Daily Meditation",618
09/06/2021,"Daily Meditation",603
09/05/2021,"Non-Dual Awareness",839
09/05/2021,"Awakening Emotions",623
09/05/2021,"Daily Meditation",602
09/05/2021,"Daily Meditation",602
09/04/2021,"Daily Meditation",615
09/04/2021,"Daily Meditation",615
09/04/2021,"Daily Meditation",615
09/04/2021,"Daily Meditation",615
09/03/2021,"Daily Meditation",620
09/03/2021,"Daily Meditation",620
09/02/2021,"Daily Meditation",628
09/01/2021,"Daily Meditation",698
08/31/2021,"What Is Mindfulness?",942
08/29/2021,"Daily Meditation",587
08/27/2021,"Daily Meditation",602
08/25/2021,"Moment",38
08/25/2021,"The Memory Door",644
08/25/2021,"Daily Meditation",602
08/24/2021,"Beyond the Meditator",550
08/24/2021,"Course b6a5a9",1666
08/24/2021,"Daily Meditation",605
08/24/2021,"Daily Meditation",605
08/24/2021,"Daily Meditation",605
08/23/2021,"Daily Meditation",646
08/23/2021,"Daily Meditation",646
08/22/2021,"The Direct Path",4774
08/22/2021,"Daily Meditation",704
08/22/2021,"Daily Meditation",704
08/21/2021,"Daily Meditation",612
08/20/2021,"Daily Meditation",614
08/20/2021,"Daily Meditation",614
08/18/2021,"Daily Meditation",622
08/18/2021,"Transforming Negative Emotions",3535
08/16/2021,"Daily Meditation",605
08/16/2021,"Daily Meditation",599
08/15/2021,"The Direct Path",4774
08/15/2021,"Daily Meditation",599
08/15/2021,"Daily Meditation",599
08/14/2021,"Daily Meditation",600
08/12/2021,"Daily Meditation",740
08/12/2021,"Spiritual Materialism",406
08/12/2021,"Daily Meditation",740
08/09/2021,"Daily Meditation",606
08/09/2021,"Daily Meditation",606
08/09/2021,"Daily Meditation",606
08/09/2021,"Daily Meditation",606
08/08/2021,"Nondual Mindfulness",5728
08/08/2021,"Daily Meditation",605
08/07/2021,"Daily Meditation",600
08/07/2021,"Daily Meditation",600
08/04/2021,"Daily Meditation",610
08/04/2021,"The Direct Path",4774
08/04/2021,"The Direct Path",4774
08/03/2021,"The Direct Path",4774
08/01/2021,"Daily Meditation",605
08/01/2021,"Daily Meditation",605
08/01/2021,"Daily Meditation",605
07/30/2021,"Daily Meditation",605
07/30/2021,"Daily Meditation",605
07/28/2021,"A Glimpse of Awakening",603
07/28/2021,"Daily Meditation",604
07/26/2021,"Daily Meditation",646
07/25/2021,"Gratitude",205
07/25/2021,"Daily Meditation",603
07/24/2021,"Daily Meditation",604
07/24/2021,"Daily Meditation",604
07/24/2021,"Daily Meditation",604
07/23/2021,"Daily Meditation",637
07/23/2021,"Daily Meditation",637
07/22/2021,"The Baby",997
07/22/2021,"Daily Meditation",602
07/21/2021,"Walking in Public",1226
07/21/2021,"Walking in Public",1226
07/21/2021,"Walking in Public",1226
07/21/2021,"Daily Meditation",618
07/21/2021,"Daily Meditation",618
07/20/2021,"Daily Meditation",856
07/19/2021,"Daily Meditation",664
07/18/2021,"Daily Meditation",608
07/18/2021,"Nondual Mindfulness",5728
07/18/2021,"Daily Meditation",608
07/17/2021,"Daily Meditation",604
07/17/2021,"Daily Meditation",604
07/16/2021,"Daily Meditation",618
07/16/2021,"Daily Meditation",618
07/16/2021,"Daily Meditation",618
07/16/2021,"Daily Meditation",618
07/15/2021,"Daily Meditation",608
07/15/2021,"Daily Meditation",608
07/15/2021,"Doubt and Aversion",3580
07/14/2021,"Daily Meditation",609
07/13/2021,"Daily Meditation",600
07/13/2021,"Daily Meditation",600
07/13/2021,"Daily Meditation",600
07/12/2021,"Daily Meditation",600
07/11/2021,"Glimpsing with Open Eyes",746
07/11/2021,"Awakening Emotions",623
07/11/2021,"Daily Meditation",603
07/11/2021,"Daily Meditation",603
07/10/2021,"Daily Meditation",625
07/10/2021,"Daily Meditation",625
07/10/2021,"Daily Meditation",625
07/10/2021,"Clear Comprehension",3240
07/09/2021,"Daily Meditation",658
07/09/2021,"Daily Meditation",658
07/08/2021,"Daily Meditation",629
07/07/2021,"Daily Meditation",637
07/07/2021,"Daily Meditation",637
07/06/2021,"Daily Meditation",611
07/06/2021,"The Veil of Thought",120
07/06/2021,"Daily Meditation",611
07/06/2021,"The Direct Path",4774
07/05/2021,"Daily Meditation",608
07/04/2021,"Daily Meditation",618
07/04/2021,"Daily Meditation",618
07/02/2021,"The Direct Path",4774
07/02/2021,"Daily Meditation",611
07/01/2021,"Daily Meditation",610
07/01/2021,"Daily Meditation",610
06/30/2021,"Daily Meditation",609
06/30/2021,"Moment",44
06/30/2021,"Daily Meditation",609
06/30/2021,"Daily Meditation",609
06/30/2021,"Daily Meditation",609
06/29/2021,"Daily Meditation",635
06/27/2021,"The Veil of Thought",120
06/27/2021,"The Lessons of Death",399
06/27/2021,"The Power of Thought",269
06/27/2021,"Mindfulness & Meaning",727
06/27/2021,"The Necessity of Thought",210
06/27/2021,"The Power of Regret",486
06/27/2021,"Solving Problems",300
06/27/2021,"Gratitude",205
06/27/2021,"The Last Time",277
06/27/2021,"The Cure for Boredom",298
06/27/2021,"Introduction",79
06/25/2021,"Daily Meditation",610
06/25/2021,"Daily Meditation",610
06/25/2021,"Course E10D48",5900
06/25/2021,"Daily Meditation",610
06/25/2021,"Daily Meditation",610
06/24/2021,"Daily Meditation",613
06/22/2021,"Daily Meditation",602
06/22/2021,"Daily Meditation",602
06/22/2021,"Daily Meditation",602
06/20/2021,"Daily Meditation",614
06/17/2021,"Daily Meditation",600
06/17/2021,"Daily Meditation",600
06/17/2021,"Daily Meditation",600
06/17/2021,"Daily Meditation",600
06/16/2021,"Daily Meditation",602
06/16/2021,"Mindfulness and Addiction",3790
06/16/2021,"Daily Meditation",602
06/16/2021,"Daily Meditation",602
06/15/2021,"Daily Meditation",611
06/14/2021,"Daily Meditation",602
06/14/2021,"Nondual Mindfulness",5728
06/13/2021,"Tea Lady",613
06/13/2021,"What is Restlessness",576
06/13/2021,"One Finger",450
06/13/2021,"The Rose Apple Tree – A Talk",520
06/13/2021,"The Gateless Gate",518
06/13/2021,"Rice in the Bowl",573
06/13/2021,"About Koans – A Talk",523
06/13/2021,"Course C65063",5192
06/13/2021,"Course C65063",5192
06/13/2021,"Daily Meditation",620
06/12/2021,"Daily Meditation",607
06/11/2021,"Course C65063",5192
06/11/2021,"Course C65063",5192
06/11/2021,"Daily Meditation",603
06/11/2021,"Daily Meditation",603
06/11/2021,"Daily Meditation",603
06/10/2021,"Course C65063",5192
06/09/2021,"Daily Meditation",587
06/07/2021,"Daily Meditation",604
06/07/2021,"Daily Meditation",604
06/07/2021,"The Wisdom of Impermanence",3662
06/07/2021,"The Nature of Thought and Emotion",3603
06/07/2021,"Daily Meditation",604
06/06/2021,"Daily Meditation",603
06/06/2021,"The Wisdom of Impermanence",3662
06/05/2021,"Daily Meditation",603
06/04/2021,"Daily Meditation",600
06/03/2021,"The Nature of Thought and Emotion",3603
06/03/2021,"Introduction",358
06/03/2021,"Daily Meditation",604
06/01/2021,"Daily Meditation",673
05/29/2021,"Daily Meditation",611
05/28/2021,"Daily Meditation",602
05/26/2021,"Moment",53
05/26/2021,"Daily Meditation",610
05/26/2021,"Daily Meditation",610
05/25/2021,"Shit Stick",613
05/25/2021,"Autumn Foliage",560
05/25/2021,"A Garden",483
05/25/2021,"Two Sides",707
05/25/2021,"Sink Like a Pebble",565
05/25/2021,"Hair's Breadth",820
05/25/2021,"No Choosing",513
05/25/2021,"Trust",673
05/25/2021,"The Heart-mind",542
05/25/2021,"Trust the Heart-mind",466
05/25/2021,"The Hoe",573
05/25/2021,"Just Sitting",707
05/24/2021,"Daily Meditation",602
05/24/2021,"Moment",42
05/24/2021,"Daily Meditation",602
05/24/2021,"Looking For What's Looking",494
05/23/2021,"Looking For What's Looking",494
05/21/2021,"Moment",66
05/21/2021,"Daily Meditation",605
05/19/2021,"Moment",52
05/19/2021,"Daily Meditation",620
05/19/2021,"Daily Meditation",620
05/18/2021,"Daily Meditation",605
05/17/2021,"Daily Meditation",637
05/15/2021,"Daily Meditation",604
05/15/2021,"Daily Meditation",604
05/15/2021,"How Is Waking Up Different?",535
05/14/2021,"Course C92378",835
05/14/2021,"Daily Meditation",616
05/13/2021,"Daily Meditation",664
05/12/2021,"Daily Meditation",612
05/10/2021,"Daily Meditation",622
05/08/2021,"Moment",26
05/08/2021,"Daily Meditation",600
05/06/2021,"Daily Meditation",600
05/06/2021,"Daily Meditation",600
05/06/2021,"Daily Meditation",600
05/05/2021,"The Memory Door",644
05/05/2021,"Beyond the Meditator",550
05/05/2021,"Here Now",612
05/05/2021,"Moment",70
05/05/2021,"Daily Meditation",618
05/03/2021,"Daily Meditation",602
04/30/2021,"Daily Meditation",607
04/30/2021,"Daily Meditation",607
04/29/2021,"Daily Meditation",602
04/28/2021,"Daily Meditation",602
04/28/2021,"Social Emotion",2029
04/28/2021,"Daily Meditation",602
04/27/2021,"Daily Meditation",698
04/26/2021,"Course 65A90D",735
04/26/2021,"Daily Meditation",587
04/25/2021,"Daily Meditation",603
04/24/2021,"Daily Meditation",614
04/23/2021,"Daily Meditation",608
04/23/2021,"Science of Mindfulness — Part 2",2404
04/22/2021,"Daily Meditation",740
04/22/2021,"Science of Mindfulness — Part 1",1783
04/20/2021,"Daily Meditation",610
04/19/2021,"Daily Meditation",651
04/18/2021,"Daily Meditation",610
04/17/2021,"Daily Meditation",605
04/16/2021,"Daily Meditation",610
04/16/2021,"Pluralist Awakening",545
04/16/2021,"Huineng 6: Is the Wind Moving?",468
04/16/2021,"Huineng 3: Polishing the Mirror",589
04/15/2021,"Daily Meditation",601
04/15/2021,"Daily Meditation",601
04/15/2021,"Daily Meditation",601
04/15/2021,"Daily Meditation",601
04/14/2021,"Daily Meditation",631
04/13/2021,"Daily Meditation",620
04/13/2021,"Daily Meditation",620
04/12/2021,"Daily Meditation",604
04/12/2021,"Daily Meditation",604
04/12/2021,"Daily Meditation",604
04/11/2021,"Daily Meditation",587
04/11/2021,"Daily Meditation",587
04/10/2021,"Daily Meditation",618
04/09/2021,"Daily Meditation",618
04/09/2021,"Daily Meditation",618
04/09/2021,"Daily Meditation",600
04/08/2021,"Daily Meditation",600
04/08/2021,"Daily Meditation",600
04/07/2021,"Daily Meditation",593
04/07/2021,"Nondual Mindfulness",5728
04/06/2021,"Daily Meditation",625
04/05/2021,"Daily Meditation",608
04/04/2021,"Daily Meditation",608
04/04/2021,"Daily Meditation",608
04/04/2021,"Gratitude",205
04/03/2021,"Daily Meditation",705
04/02/2021,"Daily Meditation",604
04/02/2021,"Daily Meditation",604
04/01/2021,"Daily Meditation",622
04/01/2021,"Psychedelics and the Self",7676
03/31/2021,"Daily Meditation",600
03/31/2021,"Daily Meditation",600
03/31/2021,"Daily Meditation",600
03/29/2021,"Daily Meditation",618
03/29/2021,"Daily Meditation",618
03/27/2021,"Daily Meditation",646
03/27/2021,"Daily Meditation",646
03/26/2021,"Daily Meditation",600
03/25/2021,"The Bedtime Meditation",711
03/24/2021,"Daily Meditation",660
03/23/2021,"Daily Meditation",587
03/22/2021,"Daily Meditation",603
03/20/2021,"Live at the Wiltern",5739
03/20/2021,"Live at the Wiltern",5739
03/18/2021,"Daily Meditation",614
03/18/2021,"Daily Meditation",614
03/18/2021,"Daily Meditation",614
03/16/2021,"Daily Meditation",611
03/15/2021,"Daily Meditation",610
03/14/2021,"Daily Meditation",606
03/14/2021,"Daily Meditation",606
03/14/2021,"Daily Meditation",606
03/13/2021,"Daily Meditation",629
03/12/2021,"Daily Meditation",640
03/12/2021,"Daily Meditation",601
03/11/2021,"Daily Meditation",601
03/11/2021,"Daily Meditation",601
03/11/2021,"Daily Meditation",601
03/11/2021,"Daily Meditation",601
03/11/2021,"Daily Meditation",602
03/10/2021,"Daily Meditation",602
03/09/2021,"Daily Meditation",610
03/08/2021,"Daily Meditation",602
03/08/2021,"Daily Meditation",602
03/08/2021,"Introduction (Sam Harris)",746
03/05/2021,"Investigative Awareness",657
03/05/2021,"The Anchor",559
03/05/2021,"Focused Awareness",602
03/05/2021,"Daily Meditation",688
03/04/2021,"Daily Meditation",607
03/04/2021,"Daily Meditation",607
02/23/2021,"Shifting from Head to Heart",756
02/23/2021,"Local Awareness and Attention",773
02/23/2021,"Huineng 2: Dwelling Nowhere",628
02/23/2021,"Huineng 1: Original Face",688
02/23/2021,"Great Wide Earth - A Talk",621
02/23/2021,"Seamless Tomb",630
02/23/2021,"Sound of One Hand",662
02/23/2021,"Hakuin - A Talk",784
02/23/2021,"Everyday Awakening",473
02/22/2021,"30-Minute Meditation 7",1816
02/19/2021,"Who Am I (with zen posture)",663
02/19/2021,"Beginner’s Mind",584
02/16/2021,"Course F7E130",518
02/15/2021,"Non-Dual Awareness",839
02/15/2021,"Shifting from Head to Heart",756
02/15/2021,"Local Awareness and Attention",773
02/15/2021,"The Necessity of Thought",210
02/15/2021,"The Power of Regret",486
02/15/2021,"Solving Problems",300
02/15/2021,"Gratitude",205
02/15/2021,"The Last Time",277
02/15/2021,"The Cure for Boredom",298
02/14/2021,"30-Minute Meditation 1",1805
02/12/2021,"Here Now",612
02/11/2021,"30-Minute Meditation 5",1803
02/11/2021,"The Divided Mind",9005
02/10/2021,"30-Minute Meditation 7",1816
02/09/2021,"The Memory Door",644
02/09/2021,"Beyond the Meditator",550
02/09/2021,"A Glimpse of Awakening",603
02/09/2021,"The Divided Mind",9005
02/08/2021,"Full Spectrum Meditation",1208
02/08/2021,"That Which Is",584
02/08/2021,"That Which Is",584
02/08/2021,"That Which Is",584
02/07/2021,"That Which Is",584
02/07/2021,"That Which Knows",587
02/07/2021,"That Which Contains Everything",674
02/07/2021,"Natural Awareness",545
02/06/2021,"Natural Awareness",545
02/06/2021,"Letting Go of the Anchor",551
02/06/2021,"Choiceless Awareness",700
02/06/2021,"Working with Emotions",740
02/06/2021,"Here Now",612
02/06/2021,"Natural Loving-kindness",660
02/05/2021,"Huineng 1: Original Face",688
02/05/2021,"Investigative Awareness",657
02/05/2021,"The Anchor",559
